timestamp_utc,topic,payload
2026-05-02T03:33:37+0000,sensors/mine-site-01/crusher-01/temp-01,{"timestamp":"2026-05-02T03:33:37Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"temp-01","temperature_c":43.27,"vibration_mm_s":4.010,"pressure_bar":4.07,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:37+0000,sensors/mine-site-01/crusher-01/vibration-01,{"timestamp":"2026-05-02T03:33:37Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"vibration-01","temperature_c":43.27,"vibration_mm_s":4.010,"pressure_bar":4.07,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:37+0000,sensors/mine-site-01/crusher-01/pressure-01,{"timestamp":"2026-05-02T03:33:37Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"pressure-01","temperature_c":43.27,"vibration_mm_s":4.010,"pressure_bar":4.07,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:39+0000,sensors/mine-site-01/crusher-01/temp-01,{"timestamp":"2026-05-02T03:33:39Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"temp-01","temperature_c":43.64,"vibration_mm_s":4.120,"pressure_bar":4.24,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:39+0000,sensors/mine-site-01/crusher-01/vibration-01,{"timestamp":"2026-05-02T03:33:39Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"vibration-01","temperature_c":43.64,"vibration_mm_s":4.120,"pressure_bar":4.24,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:39+0000,sensors/mine-site-01/crusher-01/pressure-01,{"timestamp":"2026-05-02T03:33:39Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"pressure-01","temperature_c":43.64,"vibration_mm_s":4.120,"pressure_bar":4.24,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:41+0000,sensors/mine-site-01/crusher-01/temp-01,{"timestamp":"2026-05-02T03:33:41Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"temp-01","temperature_c":44.01,"vibration_mm_s":4.230,"pressure_bar":4.41,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:41+0000,sensors/mine-site-01/crusher-01/vibration-01,{"timestamp":"2026-05-02T03:33:41Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"vibration-01","temperature_c":44.01,"vibration_mm_s":4.230,"pressure_bar":4.41,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:41+0000,sensors/mine-site-01/crusher-01/pressure-01,{"timestamp":"2026-05-02T03:33:41Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"pressure-01","temperature_c":44.01,"vibration_mm_s":4.230,"pressure_bar":4.41,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:43+0000,sensors/mine-site-01/crusher-01/temp-01,{"timestamp":"2026-05-02T03:33:43Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"temp-01","temperature_c":44.38,"vibration_mm_s":4.340,"pressure_bar":4.58,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:43+0000,sensors/mine-site-01/crusher-01/vibration-01,{"timestamp":"2026-05-02T03:33:43Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"vibration-01","temperature_c":44.38,"vibration_mm_s":4.340,"pressure_bar":4.58,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:43+0000,sensors/mine-site-01/crusher-01/pressure-01,{"timestamp":"2026-05-02T03:33:43Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"pressure-01","temperature_c":44.38,"vibration_mm_s":4.340,"pressure_bar":4.58,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T03:33:45+0000,sensors/mine-site-01/crusher-01/temp-01,{"timestamp":"2026-05-02T03:33:45Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"temp-01","temperature_c":44.75,"vibration_mm_s":4.450,"pressure_bar":4.75,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
