timestamp_utc,topic,payload
2026-05-02T02:15:01+0000,sensors/mine-site-01/crusher-01/temp-01,{"timestamp":"2026-05-02T02:15:01Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"temp-01","temperature_c":50.99,"vibration_mm_s":1.170,"pressure_bar":1.59,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T02:15:01+0000,sensors/mine-site-01/crusher-01/vibration-01,{"timestamp":"2026-05-02T02:15:01Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"vibration-01","temperature_c":50.99,"vibration_mm_s":1.170,"pressure_bar":1.59,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T02:15:01+0000,sensors/mine-site-01/crusher-01/pressure-01,{"timestamp":"2026-05-02T02:15:01Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"pressure-01","temperature_c":50.99,"vibration_mm_s":1.170,"pressure_bar":1.59,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T02:15:03+0000,sensors/mine-site-01/crusher-01/temp-01,{"timestamp":"2026-05-02T02:15:03Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"temp-01","temperature_c":51.36,"vibration_mm_s":1.280,"pressure_bar":1.76,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T02:15:03+0000,sensors/mine-site-01/crusher-01/vibration-01,{"timestamp":"2026-05-02T02:15:03Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"vibration-01","temperature_c":51.36,"vibration_mm_s":1.280,"pressure_bar":1.76,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T02:15:03+0000,sensors/mine-site-01/crusher-01/pressure-01,{"timestamp":"2026-05-02T02:15:03Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"pressure-01","temperature_c":51.36,"vibration_mm_s":1.280,"pressure_bar":1.76,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T02:15:05+0000,sensors/mine-site-01/crusher-01/temp-01,{"timestamp":"2026-05-02T02:15:05Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"temp-01","temperature_c":51.73,"vibration_mm_s":1.390,"pressure_bar":1.93,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T02:15:05+0000,sensors/mine-site-01/crusher-01/vibration-01,{"timestamp":"2026-05-02T02:15:05Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"vibration-01","temperature_c":51.73,"vibration_mm_s":1.390,"pressure_bar":1.93,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T02:15:05+0000,sensors/mine-site-01/crusher-01/pressure-01,{"timestamp":"2026-05-02T02:15:05Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"pressure-01","temperature_c":51.73,"vibration_mm_s":1.390,"pressure_bar":1.93,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
2026-05-02T02:15:07+0000,sensors/mine-site-01/crusher-01/temp-01,{"timestamp":"2026-05-02T02:15:07Z","site":"mine-site-01","equipment":"crusher-01","sensor_id":"temp-01","temperature_c":52.10,"vibration_mm_s":1.500,"pressure_bar":2.10,"status":"normal","source":"sensor-simulator-58b4bbcc76-hhp62"}
